strongsubj	1	acumen	noun	positive
strongsubj	1	adamant	adj	negative
strongsubj	1	adamantly	anypos	negative
weaksubj	1	adaptable	adj	positive
weaksubj	1	adaptability	noun	positive
weaksubj	1	adaptive	adj	positive
weaksubj	1	addict	noun	negative
weaksubj	1	addiction	noun	negative
weaksubj	1	adept	adj	positive
weaksubj	1	adeptly	adverb	positive
weaksubj	1	adequate	adj	positive
weaksubj	1	adherence	noun	positive
weaksubj	1	adherent	adj	positive
weaksubj	1	adhesion	noun	positive
strongsubj	1	admirable	adj	positive
strongsubj	1	admirer	noun	positive
strongsubj	1	admirable	anypos	positive
strongsubj	1	admirably	anypos	positive
strongsubj	1	admiration	noun	positive
strongsubj	1	admire	verb	positive
strongsubj	1	admiring	adj	positive
strongsubj	1	admiringly	adj	positive
weaksubj	1	admission	adj	positive
weaksubj	1	admission	noun	positive
strongsubj	1	admit	verb	positive
strongsubj	1	admittedly	anypos	positive
strongsubj	1	admonish	verb	negative
strongsubj	1	admonisher	anypos	negative
strongsubj	1	admonishingly	anypos	negative
strongsubj	1	admonishment	anypos	negative
strongsubj	1	admonition	noun	negative
strongsubj	1	adolescents	adj	neutral
strongsubj	1	adolescents	noun	neutral
strongsubj	1	adorable	adj	positive
strongsubj	1	adore	verb	positive
strongsubj	1	adored	adj	positive
strongsubj	1	adorer	anypos	positive
strongsubj	1	adorer	noun	positive
strongsubj	1	adoring	adj	positive
strongsubj	1	adoringly	anypos	positive
weaksubj	1	adrift	anypos	negative
strongsubj	1	adroit	adj	positive
strongsubj	1	adroitly	adj	positive
strongsubj	1	adulate	verb	positive
strongsubj	1	adulation	anypos	positive
strongsubj	1	adulatory	adj	positive
strongsubj	1	adulterate	verb	negative
strongsubj	1	adulterated	anypos	negative
strongsubj	1	adulteration	noun	negative
weaksubj	1	advanced	adj	positive
weaksubj	1	advantage	adj	positive
weaksubj	1	advantage	noun	positive
strongsubj	1	advantageous	adj	positive
weaksubj	1	advantages	adj	positive
weaksubj	1	advantages	noun	positive
weaksubj	1	adventure	adj	positive
weaksubj	1	adventure	noun	positive
strongsubj	1	adventuresome	noun	positive
strongsubj	1	adventurism	noun	positive
weaksubj	1	adventurous	adj	positive
weaksubj	1	adversarial	adj	negative
weaksubj	1	adversary	noun	negative
weaksubj	1	adverse	adj	negative
strongsubj	1	adversity	noun	negative
weaksubj	1	advice	adj	positive
weaksubj	1	advice	noun	positive
weaksubj	1	advisable	noun	positive
strongsubj	1	advocate	verb	positive
strongsubj	1	advocacy	noun	positive
strongsubj	1	affable	adj	positive
weaksubj	1	affability	noun	positive
weaksubj	1	affably	adverb	positive
weaksubj	1	affect	verb	neutral
weaksubj	1	affectation	noun	negative
strongsubj	1	affected	adj	neutral
strongsubj	1	affection	adj	positive
strongsubj	1	affection	noun	positive
strongsubj	1	affectionate	adj	positive
weaksubj	1	affinity	noun	positive
strongsubj	1	affirm	verb	positive
strongsubj	1	affirmation	adj	positive
strongsubj	1	affirmation	noun	positive
weaksubj	1	affirmative	noun	positive
weaksubj	1	afflict	verb	negative
weaksubj	1	affliction	noun	negative
strongsubj	1	afflictive	adj	negative
weaksubj	1	affluent	adj	positive
weaksubj	1	affluence	noun	positive
weaksubj	1	afford	verb	positive
weaksubj	1	affordable	adj	positive
strongsubj	1	affront	noun	negative
strongsubj	1	affront	verb	negative
weaksubj	1	afloat	adj	positive
strongsubj	1	afraid	adj	negative
weaksubj	1	against	anypos	negative
strongsubj	1	aggravate	verb	negative
strongsubj	1	aggravating	adj	negative
strongsubj	1	aggravation	noun	negative
strongsubj	1	aggression	adj	negative
strongsubj	1	aggression	noun	negative
strongsubj	1	aggressive	anypos	negative
strongsubj	1	aggressiveness	noun	negative
strongsubj	1	aggressor	noun	negative
strongsubj	1	aggrieve	verb	negative
strongsubj	1	aggrieved	adj	negative
strongsubj	1	aghast	adj	negative
weaksubj	1	agile	adj	positive
weaksubj	1	agilely	adverb	positive
weaksubj	1	agility	noun	positive
strongsubj	1	agitate	verb	negative
strongsubj	1	agitated	adj	negative
strongsubj	1	agitation	noun	negative
strongsubj	1	agitator	noun	negative
strongsubj	1	agonies	noun	negative
strongsubj	1	agonize	verb	negative
strongsubj	1	agonizing	adj	negative
strongsubj	1	agonizing	anypos	negative
strongsubj	1	agonizingly	anypos	negative
strongsubj	1	agony	noun	negative
strongsubj	1	agree	verb	positive
strongsubj	1	agreeability	anypos	positive
weaksubj	1	agreeable	adj	positive
strongsubj	1	agreeable	anypos	positive
strongsubj	1	agreeableness	anypos	positive
strongsubj	1	agreeably	anypos	positive
weaksubj	1	agreement	adj	positive
weaksubj	1	agreement	noun	positive
strongsubj	1	aha	anypos	neutral
weaksubj	1	ail	noun	negative
weaksubj	1	ail	verb	negative
weaksubj	1	ailment	noun	negative
strongsubj	1	aimless	adj	negative
strongsubj	1	air	verb	neutral
weaksubj	1	airs	adj	negative
weaksubj	1	airs	noun	negative
weaksubj	1	alarm	adj	negative
weaksubj	1	alarm	verb	negative
strongsubj	1	alarmed	adj	negative
strongsubj	1	alarming	adj	negative
strongsubj	1	alarmingly	anypos	negative
strongsubj	1	alas	anypos	negative
weaksubj	1	alert	adj	neutral
weaksubj	1	alienate	verb	negative
weaksubj	1	alienated	adj	negative
weaksubj	1	alienation	noun	negative
weaksubj	1	all-time	adj	neutral
weaksubj	1	all-time	noun	neutral
strongsubj	1	allay	verb	positive
strongsubj	1	allegation	anypos	negative
strongsubj	1	allegations	adj	negative
weaksubj	1	allege	verb	negative
strongsubj	1	allegations	noun	negative
strongsubj	1	allegorize	verb	neutral
weaksubj	1	allergic	adj	negative
weaksubj	1	alleviate	verb	positive
strongsubj	1	alliance	anypos	neutral
strongsubj	1	alliances	adj	neutral
strongsubj	1	alliances	noun	neutral
weaksubj	1	allow	verb	positive
weaksubj	1	allowable	adj	positive
strongsubj	1	allure	verb	positive
strongsubj	1	allure	noun	positive
strongsubj	1	alluring	anypos	positive
strongsubj	1	alluringly	anypos	positive
strongsubj	1	allusion	adj	neutral
strongsubj	1	allusion	noun	neutral
strongsubj	1	allusions	anypos	neutral
strongsubj	1	ally	noun	positive
strongsubj	1	almighty	adj	positive
strongsubj	1	aloof	adj	negative
weaksubj	1	altercation	noun	negative
weaksubj	1	although	anypos	negative
strongsubj	1	altogether	anypos	neutral
strongsubj	1	altruist	noun	positive
strongsubj	1	altruistic	adj	positive
strongsubj	1	altruistically	adj	positive
strongsubj	1	amaze	verb	positive
strongsubj	1	amazed	adj	positive
strongsubj	1	amazement	noun	positive
strongsubj	1	amazing	adj	positive
strongsubj	1	amazing	anypos	positive
strongsubj	1	amazingly	anypos	positive
strongsubj	1	ambiguous	adj	negative
strongsubj	1	ambiguity	noun	negative
weaksubj	1	ambitious	adj	positive
weaksubj	1	ambitious	noun	positive
weaksubj	1	ambitiously	anypos	positive
strongsubj	1	ambivalence	anypos	negative
strongsubj	1	ambivalent	adj	negative
strongsubj	1	ambivalent	noun	negative
weaksubj	1	ambush	noun	negative
weaksubj	1	ambush	verb	negative
strongsubj	1	ameliorate	verb	positive
strongsubj	1	amenable	adj	positive
weaksubj	1	amenity	noun	positive
strongsubj	1	amiability	noun	positive
strongsubj	1	amiabily	adverb	positive
strongsubj	1	amiable	adj	positive
strongsubj	1	amicability	noun	positive
strongsubj	1	amicable	adj	positive
strongsubj	1	amicably	adverb	positive
strongsubj	1	amiss	anypos	negative
weaksubj	1	amity	adj	positive
weaksubj	1	amity	noun	positive
weaksubj	1	amnesty	noun	positive
strongsubj	1	amour	noun	positive
weaksubj	1	ample	adj	positive
weaksubj	1	amply	adverb	positive
weaksubj	1	amplify	verb	neutral
weaksubj	1	amputate	verb	negative
strongsubj	1	amuse	verb	positive
strongsubj	1	amusement	adj	positive
strongsubj	1	amusement	noun	positive
strongsubj	1	amusing	adj	positive
strongsubj	1	amusing	anypos	positive
strongsubj	1	amusingly	anypos	positive
weaksubj	1	analytical	adj	neutral
strongsubj	1	anarchism	noun	negative
strongsubj	1	anarchist	noun	negative
strongsubj	1	anarchistic	adj	negative
strongsubj	1	anarchy	noun	negative
weaksubj	1	anemic	adj	negative
weaksubj	1	angel	noun	positive
strongsubj	1	angelic	adj	positive
strongsubj	1	anger	adj	negative
strongsubj	1	anger	noun	negative
strongsubj	1	anger	verb	negative
strongsubj	1	angrily	anypos	negative
strongsubj	1	angriness	anypos	negative
strongsubj	1	angry	adj	negative
strongsubj	1	anguish	noun	negative
strongsubj	1	anguish	verb	negative
strongsubj	1	annihilate	verb	negative
strongsubj	1	annihilation	noun	negative
weaksubj	1	animated	adj	positive
strongsubj	1	animosity	noun	negative
strongsubj	1	annoy	verb	negative
strongsubj	1	annoyance	noun	negative
strongsubj	1	annoyed	adj	negative
strongsubj	1	annoying	adj	negative
strongsubj	1	annoying	anypos	negative
strongsubj	1	annoyingly	anypos	negative
weaksubj	1	anomalous	adj	negative
weaksubj	1	anomaly	noun	negative
strongsubj	1	antagonism	noun	negative
weaksubj	1	antagonist	noun	negative
strongsubj	1	antagonistic	adj	negative
strongsubj	1	antagonize	verb	negative
strongsubj	1	anti-	noun	negative
strongsubj	1	anti-American	adj	negative
strongsubj	1	anti-American	noun	negative
strongsubj	1	anti-Israeli	adj	negative
strongsubj	1	anti-Israeli	noun	negative
strongsubj	1	anti-Semites	adj	negative
strongsubj	1	anti-Semites	noun	negative
strongsubj	1	anti-US	adj	negative
strongsubj	1	anti-US	noun	negative
strongsubj	1	anti-occupation	adj	negative
strongsubj	1	anti-occupation	noun	negative
strongsubj	1	anti-proliferation	adj	negative
strongsubj	1	anti-proliferation	noun	negative
strongsubj	1	anti-social	adj	negative
strongsubj	1	anti-white	adj	negative
strongsubj	1	anti-white	noun	negative
strongsubj	1	antipathy	noun	negative
strongsubj	1	antiquated	adj	negative
strongsubj	1	antithetical	adj	negative
strongsubj	1	antithetical	noun	negative
strongsubj	1	anxieties	noun	negative
strongsubj	1	anxiety	noun	negative
strongsubj	1	anxious	anypos	negative
strongsubj	1	anxiously	anypos	negative
strongsubj	1	anxiousness	noun	negative
strongsubj	1	anyhow	anypos	neutral
strongsubj	1	anyway	anypos	neutral
strongsubj	1	anyways	anypos	neutral
strongsubj	1	apathetic	adj	negative
strongsubj	1	apathetic	noun	negative
strongsubj	1	apathetically	adverb	negative
strongsubj	1	apathy	noun	negative
strongsubj	1	ape	verb	negative
strongsubj	1	apocalypse	noun	negative
strongsubj	1	apocalyptic	adj	negative
strongsubj	1	apologist	adj	negative
strongsubj	1	apologist	noun	negative
strongsubj	1	apologists	adj	negative
strongsubj	1	apologists	noun	negative
strongsubj	1	apostle	adj	positive
strongsubj	1	apostle	noun	positive
strongsubj	1	apotheosis	adj	positive
strongsubj	1	apotheosis	noun	positive
strongsubj	1	appal	verb	negative
strongsubj	1	appall	adj	negative
strongsubj	1	appall	anypos	negative
strongsubj	1	appall	verb	negative
strongsubj	1	appalled	adj	negative
strongsubj	1	appalling	adj	negative
strongsubj	1	appallingly	anypos	negative
weaksubj	1	apparent	anypos	neutral
weaksubj	1	apparently	anypos	neutral
weaksubj	1	appeal	adj	positive
weaksubj	1	appeal	noun	positive
weaksubj	1	appeal	verb	positive
strongsubj	1	appealing	adj	positive
weaksubj	1	appear	anypos	neutral
weaksubj	1	appearance	adj	neutral
weaksubj	1	appearance	noun	neutral
weaksubj	1	appease	verb	positive
strongsubj	1	applaud	verb	positive
weaksubj	1	appreciable	adj	positive
strongsubj	1	appreciate	verb	positive
strongsubj	1	appreciation	adj	positive
strongsubj	1	appreciation	noun	positive
strongsubj	1	appreciative	anypos	positive
strongsubj	1	appreciatively	anypos	positive
strongsubj	1	appreciativeness	anypos	positive
weaksubj	1	apprehend	verb	neutral
strongsubj	1	apprehension	noun	negative
strongsubj	1	apprehensions	adj	negative
strongsubj	1	apprehensions	noun	negative
strongsubj	1	apprehensive	adj	negative
strongsubj	1	apprehensive	noun	negative
strongsubj	1	apprehensively	anypos	negative
weaksubj	1	appropriate	adj	positive
weaksubj	1	approval	noun	positive
weaksubj	1	approve	verb	positive
weaksubj	1	apt	adj	positive
weaksubj	1	aptly	adverb	positive
weaksubj	1	aptitude	noun	positive
strongsubj	1	arbitrary	adj	negative
strongsubj	1	arcane	adj	negative
strongsubj	1	archaic	adj	negative
strongsubj	1	ardent	adj	positive
strongsubj	1	ardently	anypos	positive
strongsubj	1	ardor	noun	positive
strongsubj	1	arduous	adj	negative
strongsubj	1	arduously	anypos	negative
weaksubj	1	aristocratic	adj	positive
strongsubj	1	argue	verb	negative
weaksubj	1	argument	adj	negative
weaksubj	1	argument	noun	negative
strongsubj	1	argumentative	anypos	negative
weaksubj	1	arguments	adj	negative
weaksubj	1	arguments	noun	negative
strongsubj	1	arousal	anypos	positive
strongsubj	1	arouse	verb	positive
strongsubj	1	arousing	anypos	positive
strongsubj	1	arresting	adj	positive
strongsubj	1	arrogance	noun	negative
strongsubj	1	arrogant	adj	negative
strongsubj	1	arrogant	anypos	negative
strongsubj	1	arrogantly	anypos	negative
strongsubj	1	arrogantly	anypos	negative
strongsubj	1	articulate	adj	positive
weaksubj	1	artificial	adj	negative
strongsubj	1	ascendant	adj	positive
strongsubj	1	ascendant	noun	positive
strongsubj	1	ascertainable	adj	positive
strongsubj	1	ascertainable	noun	positive
strongsubj	1	ashamed	adj	negative
strongsubj	1	asinine	adj	negative
strongsubj	1	asininely	adverb	negative
strongsubj	1	asinininity	noun	negative
strongsubj	1	askance	adverb	negative
strongsubj	1	asperse	verb	negative
strongsubj	1	aspersion	noun	negative
strongsubj	1	aspersions	noun	negative
strongsubj	1	aspiration	noun	positive
strongsubj	1	aspirations	adj	positive
strongsubj	1	aspirations	noun	positive
strongsubj	1	aspire	verb	positive
weaksubj	1	assail	verb	negative
weaksubj	1	assassinate	verb	negative
strongsubj	1	assassin	noun	negative
weaksubj	1	assault	adj	negative
weaksubj	1	assault	noun	negative
strongsubj	1	assent	verb	positive
strongsubj	1	assertions	adj	positive
strongsubj	1	assertions	noun	positive
weaksubj	1	assertive	adj	positive
strongsubj	1	assess	verb	neutral
weaksubj	1	assessment	adj	neutral
weaksubj	1	assessment	noun	neutral
weaksubj	1	assessments	adj	neutral
weaksubj	1	assessments	noun	neutral
weaksubj	1	asset	noun	positive
strongsubj	1	assiduous	adj	positive
strongsubj	1	assiduously	adverb	positive
weaksubj	1	assuage	verb	positive
weaksubj	1	assumption	adj	neutral
weaksubj	1	assumption	noun	neutral
weaksubj	1	assurance	adj	positive
weaksubj	1	assurance	noun	positive
weaksubj	1	assurances	adj	positive
weaksubj	1	assurances	noun	positive
strongsubj	1	assure	verb	positive
strongsubj	1	assuredly	anypos	positive
strongsubj	1	astonish	verb	positive
strongsubj	1	astonished	adj	positive
strongsubj	1	astonishing	adj	positive
strongsubj	1	astonishing	anypos	positive
strongsubj	1	astonishingly	anypos	positive
strongsubj	1	astonishment	noun	positive
strongsubj	1	astound	verb	positive
strongsubj	1	astounded	adj	positive
strongsubj	1	astounding	adj	positive
strongsubj	1	astounding	anypos	positive
strongsubj	1	astounding	anypos	positive
strongsubj	1	astoundingly	anypos	positive
weaksubj	1	astray	adj	negative
strongsubj	1	astronomic	adj	neutral
strongsubj	1	astronomical	adj	neutral
strongsubj	1	astronomically	anypos	neutral
strongsubj	1	astute	adj	positive
strongsubj	1	astutely	adverb	positive
strongsubj	1	asunder	anypos	negative
weaksubj	1	asylum	adj	positive
weaksubj	1	asylum	noun	positive
strongsubj	1	atrocious	adj	negative
strongsubj	1	atrocities	noun	negative
strongsubj	1	atrocity	noun	negative
strongsubj	1	atrophy	verb	negative
weaksubj	1	attack	noun	negative
weaksubj	1	attack	verb	negative
weaksubj	1	attain	verb	positive
weaksubj	1	attainable	adj	positive
strongsubj	1	attentive	adj	positive
strongsubj	1	attest	verb	positive
strongsubj	1	attitude	adj	neutral
strongsubj	1	attitude	noun	neutral
weaksubj	1	attitudes	adj	neutral
weaksubj	1	attitudes	noun	neutral
strongsubj	1	attraction	adj	positive
strongsubj	1	attraction	noun	positive
strongsubj	1	attractive	adj	positive
strongsubj	1	attractive	noun	positive
strongsubj	1	attractively	anypos	positive
weaksubj	1	attune	adj	positive
strongsubj	1	audacious	adj	negative
strongsubj	1	audaciously	anypos	negative
strongsubj	1	audaciousness	noun	negative
strongsubj	1	audacity	noun	negative
strongsubj	1	auspicious	adj	positive
strongsubj	1	austere	adj	negative
weaksubj	1	authentic	adj	positive
weaksubj	1	authoritarian	adj	negative
weaksubj	1	authoritative	adj	positive
strongsubj	1	autocrat	noun	negative
strongsubj	1	autocratic	adj	negative
weaksubj	1	award	adj	positive
weaksubj	1	award	verb	positive
strongsubj	1	awareness	noun	neutral
strongsubj	1	aware	adj	neutral
strongsubj	1	autocratic	adj	negative
strongsubj	1	autocratic	noun	negative
weaksubj	1	autonomous	adj	positive
strongsubj	1	avalanche	adj	negative
strongsubj	1	avalanche	noun	negative
strongsubj	1	avarice	noun	negative
strongsubj	1	avaricious	adj	negative
strongsubj	1	avariciously	adj	negative
strongsubj	1	avenge	verb	negative
strongsubj	1	aver	verb	positive
strongsubj	1	averse	anypos	negative
strongsubj	1	aversion	noun	negative
strongsubj	1	avid	adj	positive
strongsubj	1	avidly	anypos	positive
weaksubj	1	avoid	verb	negative
weaksubj	1	avoidance	noun	negative
strongsubj	1	awe	noun	positive
strongsubj	1	awe	verb	positive
strongsubj	1	awed	adj	positive
strongsubj	1	awesome	adj	positive
strongsubj	1	awesome	anypos	positive
strongsubj	1	awesomely	anypos	positive
strongsubj	1	awesomeness	noun	positive
strongsubj	1	awestruck	adj	positive
strongsubj	1	awful	adj	negative
strongsubj	1	awful	anypos	negative
strongsubj	1	awfully	anypos	negative
strongsubj	1	awfulness	anypos	negative
strongsubj	1	awfulness	noun	negative
strongsubj	1	awkward	adj	negative
strongsubj	1	awkwardness	noun	negative
strongsubj	1	ax	verb	negative
strongsubj	1	babble	verb	negative
strongsubj	1	baby	adj	neutral
strongsubj	1	baby	noun	neutral
weaksubj	1	back	verb	positive
strongsubj	1	backbite	verb	negative
strongsubj	1	backbiting	anypos	negative
weaksubj	1	backbone	noun	positive
strongsubj	1	backward	adj	negative
strongsubj	1	backwardness	noun	negative
strongsubj	1	bad	adj	negative
strongsubj	1	badly	adj	negative
strongsubj	1	baffle	verb	negative
strongsubj	1	baffled	adj	negative
strongsubj	1	bafflement	noun	negative
strongsubj	1	baffling	anypos	negative
strongsubj	1	bait	verb	negative
weaksubj	1	balanced	adj	positive
strongsubj	1	balk	verb	negative
strongsubj	1	banal	adj	negative
strongsubj	1	banal	anypos	negative
strongsubj	1	banalize	verb	negative
strongsubj	1	bane	noun	negative
strongsubj	1	banish	adj	negative
strongsubj	1	banish	verb	negative
strongsubj	1	banishment	noun	negative
weaksubj	1	bankrupt	adj	negative
weaksubj	1	bankrupt	verb	negative
weaksubj	1	bar	verb	negative
strongsubj	1	barbarian	adj	negative
strongsubj	1	barbarian	noun	negative
strongsubj	1	barbaric	adj	negative
strongsubj	1	barbarically	anypos	negative
strongsubj	1	barbarity	adj	negative
strongsubj	1	barbarity	noun	negative
strongsubj	1	barbarous	adj	negative
strongsubj	1	barbarous	anypos	negative
strongsubj	1	barbarously	anypos	negative
weaksubj	1	barely	anypos	negative
strongsubj	1	bargain	noun	positive
strongsubj	1	bargain	adj	positive
strongsubj	1	barren	adj	negative
strongsubj	1	baseless	adj	negative
strongsubj	1	bashful	adj	negative
weaksubj	1	basic	adj	positive
weaksubj	1	basically	anypos	neutral
weaksubj	1	bask	verb	positive
strongsubj	1	bastard	anypos	negative
strongsubj	1	bastard	noun	negative
weaksubj	1	batons	adj	neutral
weaksubj	1	batons	noun	neutral
weaksubj	1	battered	adj	negative
weaksubj	1	battering	adj	negative
weaksubj	1	battering	noun	negative
weaksubj	1	battle	verb	negative
strongsubj	1	battle-lines	adj	negative
strongsubj	1	battle-lines	noun	negative
weaksubj	1	battlefield	noun	negative
strongsubj	1	battleground	adj	negative
strongsubj	1	battleground	noun	negative
strongsubj	1	batty	adj	negative
weaksubj	1	beacon	noun	positive
weaksubj	1	bearish	adj	negative
strongsubj	1	beast	adj	negative
strongsubj	1	beast	noun	negative
strongsubj	1	beastly	adj	negative
strongsubj	1	beatify	verb	positive
strongsubj	1	beauteous	adj	positive
strongsubj	1	beautiful	adj	positive
strongsubj	1	beautiful	anypos	positive
strongsubj	1	beautifully	anypos	positive
strongsubj	1	beautify	verb	positive
strongsubj	1	beauty	noun	positive
strongsubj	1	bedlam	noun	negative
strongsubj	1	bedlamite	noun	negative
strongsubj	1	befit	verb	positive
strongsubj	1	befitting	adj	positive
strongsubj	1	befoul	verb	negative
strongsubj	1	befriend	verb	positive
strongsubj	1	beg	verb	negative
weaksubj	1	beggar	noun	negative
strongsubj	1	beggarly	adj	negative
strongsubj	1	begging	adj	negative
strongsubj	1	begging	noun	negative
strongsubj	1	beguile	verb	negative
weaksubj	1	belated	adj	negative
strongsubj	1	belabor	verb	negative
strongsubj	1	beleaguer	verb	negative
strongsubj	1	belie	verb	negative
strongsubj	1	belief	adj	neutral
strongsubj	1	belief	noun	neutral
weaksubj	1	beliefs	adj	neutral
weaksubj	1	beliefs	noun	neutral
strongsubj	1	believable	adj	positive
strongsubj	1	believe	verb	neutral
strongsubj	1	belittle	verb	negative
strongsubj	1	belittled	adj	negative
strongsubj	1	belittling	anypos	negative
strongsubj	1	bellicose	adj	negative
strongsubj	1	bellicose	noun	negative
strongsubj	1	belligerence	noun	negative
strongsubj	1	belligerent	adj	negative
strongsubj	1	belligerent	anypos	negative
strongsubj	1	belligerently	anypos	negative
strongsubj	1	beloved	adj	positive
strongsubj	1	bemoan	verb	negative
strongsubj	1	bemoaning	adj	negative
strongsubj	1	bemused	adj	negative
weaksubj	1	benefactor	noun	positive
weaksubj	1	beneficial	adj	positive
strongsubj	1	beneficent	adj	positive
strongsubj	1	beneficial	anypos	positive
strongsubj	1	beneficially	anypos	positive
strongsubj	1	beneficiary	adj	positive
strongsubj	1	beneficiary	noun	positive
weaksubj	1	benefit	adj	positive
weaksubj	1	benefit	noun	positive
weaksubj	1	benefits	adj	positive
weaksubj	1	benefits	noun	positive
strongsubj	1	benevolence	noun	positive
strongsubj	1	benevolent	adj	positive
weaksubj	1	benign	adj	positive
weaksubj	1	bent	adj	negative
strongsubj	1	berate	verb	negative
strongsubj	1	bereave	verb	negative
strongsubj	1	bereavement	noun	negative
strongsubj	1	bereft	anypos	negative
strongsubj	1	berserk	adj	negative
strongsubj	1	beseech	verb	negative
weaksubj	1	beset	adj	negative
strongsubj	1	besides	anypos	neutral
weaksubj	1	besiege	verb	negative
strongsubj	1	besmirch	verb	negative
strongsubj	1	best	anypos	positive
strongsubj	1	best-known	adj	positive
strongsubj	1	best-performing	adj	positive
weaksubj	1	best-selling	adj	positive
strongsubj	1	bestial	adj	negative
strongsubj	1	betray	verb	negative
strongsubj	1	betrayal	noun	negative
strongsubj	1	betrayals	noun	negative
strongsubj	1	betrayer	noun	negative
strongsubj	1	better	adj	positive
weaksubj	1	better	anypos	positive
strongsubj	1	better-known	adj	positive
strongsubj	1	better-than-expected	adj	positive
strongsubj	1	bewail	verb	negative
weaksubj	1	beware	verb	negative
strongsubj	1	bewilder	verb	negative
strongsubj	1	bewildered	adj	negative
strongsubj	1	bewildering	adj	negative
strongsubj	1	bewildering	anypos	negative
strongsubj	1	bewilderingly	anypos	negative
